timestamp(ms);tx-load;cpu-usage-pid(%);cpu-usage-total(%);memory-used-pid(MB);memory-usage-total(%);disk-io-total(MB/s)
451336;21;42.48;83.3;190.89;69.4;17.4
453313;25;36.33;73.9;191.45;69.5;19.01
455230;22;36.58;76.8;192.31;69.5;28.26
457161;25;35.38;80.1;192.92;69.8;1.07
459059;22;40.77;83.8;194.17;70.1;3.43
460947;21;36.58;79.0;195.41;70.0;1.66
462867;27;41.05;86.1;197.17;70.3;17.75
464768;23;39.65;82.6;203.36;70.6;3.05
466924;25;34.77;72.5;211.33;70.6;1.15
468821;26;39.98;81.6;218.2;70.9;30.75
470749;21;31.5;75.2;224.65;71.0;1.32
472658;26;42.02;82.6;231.79;71.3;1.55
474558;23;37.7;81.3;239.17;71.4;19.36
476483;22;41.67;81.4;247.15;71.6;3.59
478296;22;35.77;80.3;254.27;71.8;14.75
480227;28;40.52;81.3;261.35;72.0;1.08
482164;25;39.9;81.8;269.08;72.3;14.28
483945;20;36.85;75.1;274.59;72.2;7.06
485851;27;39.55;83.4;283.3;72.5;1.04
487743;23;41.33;82.8;290.42;72.6;2.51
489803;23;39.4;78.0;298.12;73.0;1.32
491763;27;38.38;81.9;305.59;73.2;28.77
493690;23;34.98;75.4;312.3;73.2;6.57
495664;21;37.98;80.2;320.16;73.4;2.67
497723;26;37.98;77.0;230.67;72.3;34.06
499647;23;36.5;79.0;230.24;72.4;12.02
501532;21;35.62;80.4;230.92;72.5;2.04
503393;26;39.27;83.5;231.03;72.7;43.42
505364;21;31.95;72.2;232.6;72.7;8.74
507208;20;36.75;81.2;234.11;72.8;12.18
509144;22;35.38;85.7;235.73;73.1;7.77
511295;22;31.7;74.9;236.98;73.4;2.29
513756;26;32.42;88.9;200.54;72.6;24.26
515650;27;37.0;81.7;199.79;72.7;4.76
517729;21;37.77;76.1;201.33;72.7;3.03
519689;26;36.4;77.9;203.05;72.8;34.62
521577;22;36.77;75.7;204.16;72.8;1.51
523475;23;38.12;83.0;183.52;72.7;1.67
525381;22;42.0;83.0;184.91;72.8;20.77
527510;25;34.2;72.1;185.41;72.7;1.73
529380;22;37.3;83.0;186.73;72.9;1.04
531373;24;41.55;85.4;179.58;73.1;7.16
533464;27;37.12;75.5;179.74;73.0;1.13
535389;24;38.4;81.5;180.8;73.2;23.95
537330;22;41.35;84.3;181.14;73.4;5.38
539445;25;38.77;77.0;181.68;73.3;1.41
541335;22;41.92;83.2;181.95;73.5;16.92
543267;22;38.0;77.6;182.25;73.7;15.7
545133;22;33.12;76.8;182.4;73.8;1.6
547097;25;39.4;83.3;178.87;73.9;1.3
549009;25;41.45;84.0;180.08;74.2;3.41
550899;20;40.1;80.0;180.51;74.1;1.65
552833;27;45.95;87.8;180.81;74.3;21.37
554740;20;38.95;78.3;178.97;74.4;7.22
556561;19;35.35;75.1;180.78;74.4;2.36
558522;24;39.88;84.2;180.66;74.5;32.76
560420;21;38.83;79.3;182.05;74.3;2.07
562390;23;38.88;80.2;182.85;74.4;16.78
564334;21;38.0;82.1;188.91;74.6;9.36
566345;26;41.2;84.3;184.39;74.5;6.64
568158;21;34.27;79.9;184.52;74.3;1.61
570069;28;39.23;80.8;184.76;74.4;45.04
571957;21;33.12;73.3;184.89;74.4;1.73
573902;24;39.8;85.2;186.73;74.6;3.01
575926;25;42.25;82.9;184.93;74.8;30.13
577861;21;34.67;73.3;185.16;74.8;8.31
579775;25;39.62;84.5;186.85;74.9;1.4
581675;22;37.17;80.6;188.09;75.2;15.32
583542;23;36.45;76.0;188.48;75.2;19.48
585529;23;40.35;78.4;183.65;75.3;11.14
587448;22;37.6;82.3;184.42;75.2;4.11
589584;23;37.4;76.9;184.53;75.4;9.79
591510;27;37.0;79.6;185.69;75.7;26.24
593421;20;36.08;77.6;181.29;75.6;4.74
595319;23;37.92;81.2;180.66;75.6;2.17
597274;26;38.4;83.1;183.25;75.9;47.61
599204;20;35.98;76.9;183.6;75.9;8.45
601122;21;39.83;82.2;186.24;76.0;11.61
603106;25;38.6;82.0;183.51;76.2;41.42
605015;20;34.83;73.8;181.91;76.1;1.5
606920;24;39.15;81.8;184.71;76.5;1.29
608895;24;42.05;86.4;185.42;76.8;9.48
611039;22;33.33;72.4;187.47;76.8;1.08
613036;26;38.08;80.2;184.31;77.0;17.52
614962;23;41.05;84.2;182.67;77.1;2.93
617088;22;35.48;76.5;183.99;77.2;9.57
619035;25;38.52;83.1;185.77;77.4;34.83
621156;20;32.73;76.4;180.37;77.7;3.87
623104;22;31.8;82.3;180.45;77.2;1.59
624976;26;38.33;81.0;182.07;77.4;33.1
626861;22;32.7;70.9;182.76;77.3;16.34
628771;21;37.48;77.8;181.98;77.3;4.91
630690;25;39.05;80.7;182.37;77.5;34.7
632585;20;36.05;77.9;180.56;77.5;2.09
634521;24;37.92;82.3;183.66;77.7;6.56
636385;22;35.5;78.6;183.96;77.7;7.72
638355;26;39.7;82.8;183.27;77.8;9.8
640455;24;36.58;78.6;182.44;77.8;22.15
642392;23;36.08;78.3;183.17;77.8;31.47
644278;21;37.2;78.7;183.84;77.4;19.53
646255;22;39.27;91.7;184.68;76.3;5.84
648300;25;38.17;82.7;182.15;76.6;23.61
650229;21;33.48;75.2;182.85;76.7;8.25
652149;26;41.25;87.0;183.38;77.0;1.04
654060;23;39.35;83.0;184.42;77.2;44.22
656051;20;35.23;75.6;182.81;77.1;1.39
657956;22;43.25;84.7;182.85;77.2;16.15
659881;22;38.9;79.7;182.9;77.2;2.1
662078;25;36.62;74.1;182.96;77.1;22.88
664095;22;40.5;80.3;187.5;77.0;1.61
666036;27;38.8;83.6;182.0;77.3;9.57
668181;23;34.33;75.0;183.48;77.3;17.14
670142;26;43.17;84.9;184.05;77.3;8.14
671972;22;35.9;78.6;185.63;77.1;12.53
673869;22;38.52;78.9;180.94;77.0;1.04
675854;26;39.98;82.4;182.07;77.3;29.17
677795;20;33.45;72.3;183.47;77.2;8.7
679735;25;37.1;82.5;183.91;77.4;21.69
681665;21;37.5;78.4;184.58;77.5;23.48
683599;20;37.1;80.0;182.82;77.3;22.17
685564;20;39.4;81.3;183.03;77.5;9.17
687469;22;36.88;80.4;183.19;77.4;12.03
689492;23;36.92;76.8;183.38;77.3;2.69
691420;22;41.25;86.0;180.54;77.3;2.04
693352;25;41.15;83.7;182.89;77.5;34.51
695317;20;32.2;82.1;183.2;77.3;1.56
697224;24;39.23;83.3;182.61;77.4;41.69
699185;21;34.0;74.4;184.32;77.3;3.48
701301;23;37.2;76.6;187.48;77.4;1.42
703253;22;41.0;83.2;184.8;77.4;21.05
705203;27;35.8;77.7;185.18;77.4;25.45
707154;21;39.4;81.8;185.17;77.1;17.74
709042;24;41.52;81.3;186.31;77.1;2.25
711025;23;39.98;83.9;179.96;77.2;1.37
712816;20;32.9;77.0;180.22;77.1;2.36
714783;28;40.48;81.1;182.59;77.2;18.89
716885;20;30.55;68.8;182.84;77.1;18.26
718813;23;37.42;79.1;184.56;77.2;1.79
720707;22;40.5;83.6;191.81;77.3;44.87
722643;24;33.45;73.1;198.39;77.2;1.78
724653;21;39.75;82.0;207.93;77.5;22.98
726630;22;35.12;79.0;213.75;77.3;16.48
728635;22;37.4;78.4;192.55;77.1;5.49
730601;21;35.52;78.7;194.59;77.2;28.59
732518;23;33.17;78.0;195.19;77.2;15.78
734466;20;36.4;78.7;195.44;77.1;12.21
736409;25;38.92;83.6;196.38;77.2;1.26
738432;22;41.15;84.9;187.61;77.0;7.28
740295;22;30.88;72.9;189.31;76.9;1.85
742238;27;36.5;82.6;189.33;77.0;1.67
744373;26;33.58;73.1;189.64;77.2;12.23
746374;25;36.33;81.2;190.14;77.1;6.79
748321;25;37.0;82.1;191.59;77.0;36.68
750279;22;32.0;75.6;195.35;77.0;1.27
752237;21;42.0;85.9;203.19;77.2;1.68
754164;23;35.67;76.2;193.0;77.1;28.03
756095;22;33.52;77.3;191.91;77.0;1.91
758007;25;40.45;84.9;194.4;77.1;24.38
759967;22;38.2;81.5;194.93;77.1;14.57
761753;22;35.75;74.8;196.36;77.1;8.12
763799;25;40.08;77.9;186.09;77.1;1.87
765729;24;39.52;82.5;188.11;77.3;41.01
767729;21;36.92;78.4;186.56;77.2;4.26
769697;24;39.08;81.7;187.31;77.5;17.04
771627;22;35.58;77.8;189.21;77.4;34.73
773530;21;33.4;76.6;190.89;77.4;24.63
775479;21;38.4;80.8;186.54;77.2;6.9
777406;24;36.17;82.3;187.48;77.4;6.09
779379;22;33.33;74.7;187.83;77.2;7.77
781318;26;39.6;83.1;189.7;77.2;4.91
783283;25;36.8;82.5;190.53;77.3;10.93
785078;19;36.95;78.4;183.94;77.1;9.0
787004;23;37.0;82.3;182.37;77.0;44.27
788925;23;35.15;72.8;183.57;77.0;6.53
790842;20;38.83;81.1;184.96;77.1;20.73
792808;25;36.33;76.7;185.68;77.1;5.88
794805;23;42.0;85.3;182.67;77.0;3.05
796669;23;35.7;81.6;184.82;77.1;1.29
798601;23;42.55;83.7;185.14;77.2;9.67
800507;21;36.05;82.6;185.57;77.1;6.15
802341;19;33.98;78.1;186.27;77.0;1.74
804329;26;40.55;81.9;182.24;77.0;34.42
806294;23;38.88;80.6;184.54;77.0;1.53
808215;20;38.83;83.1;185.31;77.2;1.98
810144;21;44.3;86.3;184.04;77.1;14.72
812217;21;32.7;72.5;184.11;77.0;2.53
814153;20;41.95;85.7;185.46;77.1;1.88
816062;23;38.12;81.4;186.38;77.2;14.99
817922;20;32.55;76.2;186.57;77.1;24.34
819829;24;36.08;78.4;188.47;77.1;1.28
821763;22;38.3;83.3;188.62;77.3;40.47
823778;22;34.9;76.6;189.76;77.2;1.34
825677;22;41.8;83.9;189.02;77.3;14.29
827495;20;32.33;74.8;189.44;77.2;23.54
829410;23;34.42;79.9;189.64;77.2;17.2
831338;20;37.5;79.2;190.57;77.3;1.63
833247;20;40.17;86.2;191.16;77.3;3.9
835034;24;35.75;75.2;191.76;77.3;1.97
836989;24;39.4;82.7;185.89;77.2;23.34
838910;25;38.0;80.0;183.94;77.4;28.26
840819;20;31.1;73.0;185.36;77.3;9.12
842713;24;35.95;81.9;186.68;77.4;8.55
844646;22;40.52;83.4;183.42;77.3;7.76
846690;24;36.35;77.1;182.73;77.4;23.99
848646;25;32.15;76.4;183.92;77.4;11.22
850640;25;40.73;85.5;184.03;77.2;2.96
852479;20;38.38;81.0;185.5;77.3;1.28
854431;24;38.2;82.2;187.46;77.3;22.79
856366;20;38.3;78.0;186.82;77.2;4.19
858271;22;40.7;82.4;185.91;77.1;30.78
860212;25;36.6;78.9;187.92;77.1;2.08
862115;22;41.6;85.7;188.17;77.4;5.14
864148;21;35.77;79.5;188.64;77.3;2.0
866130;22;42.25;85.0;182.48;77.3;45.81
868058;22;30.85;71.5;183.31;77.1;21.65
870012;20;34.98;78.5;184.41;77.1;14.51
871939;23;36.0;78.4;185.0;77.3;31.95
873925;20;36.2;77.7;186.16;77.1;1.79
875872;23;40.6;83.9;192.97;77.3;7.82
877725;19;35.1;75.9;189.1;77.1;9.76
879653;22;35.98;84.6;187.14;77.1;8.8
881603;23;40.4;84.7;189.39;77.1;20.16
883567;25;34.2;79.9;189.58;77.1;1.36
885739;22;34.9;73.0;190.43;77.2;8.94
887652;25;36.77;79.1;191.68;77.1;10.3
889646;21;35.95;79.6;198.59;77.2;2.08
891559;26;37.92;83.3;206.4;77.2;1.78
893367;20;35.77;77.9;212.82;77.2;1.28
895357;26;41.15;87.5;219.73;77.6;1.7
897449;22;30.6;72.4;226.52;77.5;3.47
899449;26;37.7;80.6;233.38;77.7;23.88
901307;21;27.73;74.7;239.24;77.7;8.69
903264;26;38.98;81.2;246.71;77.8;32.82
905216;19;36.2;75.2;208.11;77.3;24.54
907115;22;38.12;79.8;207.38;77.3;9.43
909060;21;37.5;85.2;207.59;77.4;21.54
911001;22;35.08;78.9;208.05;77.3;16.1
912915;20;35.58;76.7;209.38;77.4;19.51
914831;20;37.1;78.9;211.46;77.5;1.8
916765;21;36.27;79.0;212.69;77.5;2.84
918748;23;37.4;82.6;214.58;77.6;48.7
920710;19;32.73;76.3;215.86;77.6;1.24
922676;20;44.0;86.0;195.23;77.4;22.67
924591;24;33.12;78.1;196.89;77.5;1.37
926587;21;36.12;78.2;197.15;77.5;1.91
928627;27;37.3;80.7;197.66;77.6;34.55
930567;20;35.5;75.7;197.88;77.4;10.36
932581;24;37.0;78.8;199.08;77.5;1.69
934507;22;40.73;84.0;187.79;77.4;19.62
936427;26;36.48;82.8;188.08;77.6;9.29
938235;19;35.58;76.4;188.74;77.5;1.55
940284;25;37.77;85.0;192.33;77.5;1.82
942099;20;33.33;77.6;192.79;77.5;19.92
944115;22;36.05;77.9;193.81;77.4;1.8
946097;21;43.85;87.8;196.39;77.4;32.42
948061;20;31.75;73.9;196.58;77.4;1.33
949949;20;37.4;81.9;196.67;77.4;13.44
951849;21;37.5;81.9;196.79;77.5;27.18
953774;24;31.1;73.6;196.91;77.5;18.49
955736;21;33.0;77.4;196.91;77.4;1.45
957846;23;34.8;87.8;196.94;78.0;4.08
959728;24;36.58;80.4;200.53;77.8;1.82
961902;24;34.7;87.5;191.7;77.4;13.16
963869;27;37.7;80.2;193.65;77.5;2.52
966062;26;34.83;73.0;194.02;77.5;7.92
968016;24;37.98;81.5;194.4;77.5;34.09
969961;20;30.8;74.2;183.86;77.4;13.24
971897;19;34.48;80.1;185.29;77.5;7.74
973788;24;38.83;80.4;186.43;77.5;10.56
975661;20;35.3;79.3;187.28;77.8;2.45
977582;23;39.42;84.9;188.06;77.8;14.99
979478;20;41.4;85.3;183.19;77.8;14.68
981609;20;36.23;75.4;183.84;77.9;9.81
983510;20;42.0;85.1;184.85;77.9;1.51
985459;21;35.0;82.9;185.14;78.1;13.43
987548;24;32.7;76.6;185.23;78.0;21.92
989513;19;38.3;79.5;181.28;78.1;1.74
991448;25;34.67;80.9;181.75;78.1;27.17
993439;21;35.45;77.9;183.01;78.1;3.16
995386;24;37.58;82.2;183.61;78.1;11.88
997325;23;38.92;83.7;185.72;78.2;17.1
999204;23;35.2;77.6;192.07;78.1;24.22
1001116;21;34.55;80.0;198.41;78.2;10.83
1003067;22;37.92;82.1;205.69;78.3;1.55
1005188;22;40.25;81.0;212.46;78.3;1.15
1007117;23;41.52;86.1;193.72;78.1;34.32
1009054;21;33.48;79.0;193.82;78.2;1.29
1011218;22;33.88;75.3;194.58;78.4;2.1
1013139;26;39.42;82.9;194.63;78.5;49.91
1015132;20;31.05;77.6;196.21;78.3;17.28
1017090;20;34.6;81.3;197.15;78.5;8.22
1019003;21;41.2;85.3;198.56;78.5;16.05
1020988;23;33.08;74.4;203.95;78.4;2.88
1022968;23;35.02;83.4;211.23;78.6;1.3
1024947;25;36.42;82.9;217.91;78.6;57.79
1026865;18;33.12;84.5;223.01;78.9;1.45
1028831;22;33.6;81.1;229.84;79.1;4.33
1030821;22;37.9;84.7;236.7;79.1;14.97
1032676;20;32.83;78.4;242.04;79.1;10.91
1034615;27;37.8;85.2;248.86;79.3;23.36
1036539;20;34.35;77.5;254.41;79.3;20.52
1038522;22;37.6;79.6;261.65;79.5;1.8
1040491;21;37.5;82.7;268.71;79.5;1.26
1042409;25;33.6;79.7;275.36;79.7;9.23
1044201;20;35.42;78.4;281.11;79.6;10.9
1046163;26;38.1;83.0;288.05;79.7;7.68
1048399;22;31.48;80.7;294.95;79.7;12.66
1050415;25;33.73;77.5;300.99;79.9;2.3
1052381;23;38.1;84.3;308.92;79.9;5.31
1054278;23;36.58;82.0;315.33;80.0;1.76
1056462;21;30.7;75.0;322.05;80.0;31.13
1058395;25;29.88;76.2;328.66;80.1;21.64
1060368;20;35.05;79.0;336.15;80.1;15.03
1062360;24;39.38;85.1;342.87;80.3;1.57
1064249;22;35.52;82.9;349.95;80.5;12.99
1066244;23;35.15;77.4;356.25;80.4;12.86
1068221;24;41.27;85.6;236.72;79.0;2.03
